name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;902;0;926;3143;1755;3143;1400;0
header;100;189;100;230;1782;230;1782;189
A;930;270;930;293;948;293;948;270
B;940;963;940;986;955;986;955;963
A;914;1028;914;1051;927;1051;927;1028
A;1355;1139;1355;1144;1360;1144;1360;1139
B;1290;1168;1290;1188;1306;1188;1306;1168
B;1404;1392;1404;1412;1418;1412;1418;1392
C;943;1604;943;1628;962;1628;962;1604
B;1114;1705;1114;1725;1129;1725;1129;1705
D;952;2248;952;2272;972;2272;972;2248
A;1063;2766;1063;2795;1070;2795;1070;2766
A;1270;2933;1270;2934;1272;2934;1272;2933
A;1595;2944;1595;2944;1595;2944;1595;2944
A;1149;2948;1149;2950;1149;2950;1149;2948
