name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;405;0;593;3141;1914;3141;1914;0
header;1678;32;1678;60;1952;60;1952;32
A;1612;178;1612;178;1612;178;1612;178
A;1064;243;1064;268;1085;268;1085;243
A;1267;266;1267;271;1272;271;1272;266
D;555;465;555;496;592;496;592;465
D;549;743;549;763;565;763;565;743
B;1069;922;1069;946;1087;946;1087;922
A;651;938;651;943;656;943;656;938
B;1654;1053;1654;1074;1670;1074;1670;1053
B;497;1057;497;1072;510;1072;510;1057
B;1225;1057;1225;1072;1237;1072;1237;1057
D;1407;1058;1407;1073;1420;1073;1420;1058
B;668;1326;668;1357;685;1357;685;1326
B;748;1329;748;1354;755;1354;755;1329
A;1283;1661;1283;1677;1294;1677;1294;1661
B;1360;1742;1360;1757;1373;1757;1373;1742
C;1066;1821;1066;1846;1085;1846;1085;1821
B;810;2363;810;2384;827;2384;827;2363
D;1072;2486;1072;2510;1092;2510;1092;2486
B;1455;2583;1455;2605;1472;2605;1472;2583
B;764;2742;764;2773;788;2773;788;2742
A;1639;2765;1639;2771;1647;2771;1647;2765
A;1296;2782;1296;2782;1298;2782;1298;2782
B;1736;2810;1736;2824;1744;2824;1744;2810
